file_id,ground_truth,hypothesis,wer,cer
sample_0052,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0053,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0054,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0055,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0056,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0057,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0058,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0059,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0060,व्हिडिओ पुन्हा सुरू कर, व्हिडिओ पुन्हा सुरू कर,0.0,0.0
sample_0061,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0062,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0063,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0064,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0065,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0066,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0067,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0068,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0069,अनम्यूट कर, अनम्यूट कर,0.0,0.0
sample_0070,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0071,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0072,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0073,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0074,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0075,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0076,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0077,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0078,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0079,या महिन्यात नवीन जोडलेली गाणी कोणती आहेत, या महिन्यात नवीन जोडलेली गाणी कोणती आहेत,0.0,0.0
sample_0080,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0081,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0082,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0083,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0084,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0085,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0086,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0087,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0088,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0089,मूवी डिलीट कर, मूवी डिलीट कर,0.0,0.0
sample_0090,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0091,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0092,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0093,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0094,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0095,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0096,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0097,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0098,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0099,व्हिडिओ चालू कर, व्हिडिओ चालू कर,0.0,0.0
sample_0100,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0101,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0102,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0103,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0104,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0105,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0106,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0107,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0108,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0109,दिग्दर्शित चित्रपट उपलब्ध आहे का, दिग्दर्शित चित्रपट उपलब्ध आहे का,0.0,0.0
sample_0110,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0111,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0112,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0113,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0114,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0115,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0116,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0117,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0118,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0119,मला कॉल कर, मला कॉल कर,0.0,0.0
sample_0120,कॉल कर, कॉल कर,0.0,0.0
sample_0121,कॉल कर, कॉल कर,0.0,0.0
sample_0122,कॉल कर, कॉल कर,0.0,0.0
sample_0123,कॉल कर, कॉल कर,0.0,0.0
sample_0124,कॉल कर, कॉल कर,0.0,0.0
sample_0125,कॉल कर, कॉल कर,0.0,0.0
sample_0126,कॉल कर, कॉल कर,0.0,0.0
sample_0127,कॉल कर, कॉल कर,0.0,0.0
sample_0128,कॉल कर, कॉल कर,0.0,0.0
sample_0129,मेसेज कर, मेसेज कर,0.0,0.0
sample_0130,मेसेज कर, मेसेज कर,0.0,0.0
sample_0131,मेसेज कर, मेसेज कर,0.0,0.0
sample_0132,मेसेज कर, मेसेज कर,0.0,0.0
sample_0133,मेसेज कर, मेसेज कर,0.0,0.0
sample_0134,मेसेज कर, मेसेज कर,0.0,0.0
sample_0135,मेसेज कर, मेसेज कर,0.0,0.0
sample_0136,मेसेज कर, मेसेज कर,0.0,0.0
sample_0137,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0138,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0139,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0140,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0141,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0142,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0143,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0144,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0145,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0146,न्यूज पेपर वाच, न्यूज पेपर वाच,0.0,0.0
sample_0147,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0148,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0149,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0150,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0151,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0152,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0153,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0154,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0155,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0156,सबस्क्राईब रिन्यू कर, सबस्क्राईब रिन्यू कर,0.0,0.0
sample_0157,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0158,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0159,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0160,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0161,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0162,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0163,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0164,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0165,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0166,सबस्क्राईब रिन्यू करू नको, सबस्क्राईब रिन्यू करू नको,0.0,0.0
sample_0167,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0168,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0169,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0170,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0171,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0172,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0173,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0174,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0175,सेव्ह कर, सेव्ह कर,0.0,0.0
sample_0176,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0177,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0178,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0179,नवीन क्रोम ओपन करा, नवीन कोम ओपन कर,0.5,0.16666666666666666
sample_0180,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0181,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0182,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0183,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0184,नवीन क्रोम ओपन करा, नवीन क्रोम ओपन करा,0.0,0.0
sample_0185,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0186,एडिट माय प्रोफाईल वर क्लिक कर, एॅडिट माय प्रोफाईल वर क्लिक कर,0.16666666666666666,0.034482758620689655
sample_0187,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0188,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0189,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0190,एडिट माय प्रोफाईल वर क्लिक कर, अॅडिट माय प्रोफाईल वर क्लिक कर,0.16666666666666666,0.06896551724137931
sample_0191,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0192,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0193,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0194,एडिट माय प्रोफाईल वर क्लिक कर, एडिट माय प्रोफाईल वर क्लिक कर,0.0,0.0
sample_0195,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0196,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0197,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0198,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0199,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0200,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0201,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0202,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0203,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0204,आधार ला लिंक करू नको, आधार ला लिंक करू नको,0.0,0.0
sample_0205,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0206,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0207,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0208,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0209,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0210,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0211,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0212,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0213,अॅप अनइंस्टॉल कर, अॅप अनइंस्टॉल कर,0.0,0.0
sample_0214,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0215,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0216,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0217,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0218,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0219,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0220,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखव,0.6,0.06451612903225806
sample_0221,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0222,अॅमेझॉन वर लॅपटॉपची किंमत दाखवा, अॅमेझॉन वर लॅपटॉप ची किंमत दाखवा,0.4,0.03225806451612903
sample_0223,मॅक साठी शोधा, मॅक साठी शोधा,0.0,0.0
sample_0224,मॅक साठी शोधा, मॅक साठी शोधा,0.0,0.0
sample_0225,मॅक साठी शोधा, मॅक साठी शोधा,0.0,0.0
sample_0226,मॅक साठी शोधा, मॅक साठी शोध,0.3333333333333333,0.07692307692307693
sample_0227,मॅक साठी शोधा, मॅक साठी शोधा,0.0,0.0
sample_0228,मॅक साठी शोधा, मॅक साठी शोधा,0.0,0.0
sample_0229,मॅक साठी शोधा, मॅक साठी शोधा,0.0,0.0
sample_0230,मॅक साठी शोधा, मॅथ साठी शोधा,0.3333333333333333,0.07692307692307693
sample_0231,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0232,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0233,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0234,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0235,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0236,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0237,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0238,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0239,टॅब्लेट वर ब्राऊझर इंस्टॉल कर, टॅब्लेट वर ब्राऊझर इंस्टॉल कर,0.0,0.0
sample_0240,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0241,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0242,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0243,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0244,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0245,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0246,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0247,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0248,वर गेम प्ले कर, वर गेम प्ले कर,0.0,0.0
sample_0249,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0250,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0251,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0252,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0253,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0254,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0255,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0256,मोबाईल वर इंस्टॉल कर, मोबाईल वर इंस्टॉल कर,0.0,0.0
sample_0257,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0258,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0259,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0260,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0261,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0262,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0263,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0264,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0265,आज दिवस काय आहे, आज दिवस काय आहे,0.0,0.0
sample_0266,जागतिक पुस्तक दिन कधी आहे, जागतिक पुस्तक दिन कधी आहे,0.0,0.0
sample_0267,जागतिक पुस्तक दिन कधी आहे, जागतिक पुस्तक दिन कधी आहे,0.0,0.0
sample_0268,जागतिक पुस्तक दिन कधी आहे, जागतिक पुस्तक दिन कधी आहे,0.0,0.0
sample_0269,जागतिक पुस्तक दिन कधी आहे, जागतिक पुस्तक दिन कधी आहे,0.0,0.0
sample_0270,जागतिक पुस्तक दिन कधी आहे, जागतिक पुस्तक दिन कधी आहे,0.0,0.0
sample_0271,जागतिक पुस्तक दिन कधी आहे, जागतिक पुस्तक दिन कधी आहे,0.0,0.0
