Key,Transcription
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_016.mp3,"आप इस number पे refer कर सकते हो सो, that is like"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_018.mp3,"तो आपको one month का extension मिलेगा sir, या फिर उनको भी similar discount ही मिलेगा sir, 17,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_020.mp3,eligible नहीं रहेगा तो मैं मेरे तरफ से 750 रुपीज का discount दे सकता हूँ सुनने को भी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_021.mp3,कोई terms and conditions तो नहीं है न all india मतलब all india
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_022.mp3,कुछ वो नहीं है कि limited number of days है कि मैं
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_023.mp3,इतने ही days यहाँ कर सकता हूँ उतने days यहाँ कर सकता हूँ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_028.mp3,और 2 times आगर आप आज gym को जा रहे हैं तो ये भी possible है साथ।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_029.mp3,सिर्फ group classes का मैं आपको एक बार procedure explain कर देता हूँ sir किस तरह आपको group classes book करना होता है ठीक है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_032.mp3,"एफ ओर डिस्क आपको विजिबिलिटी मिलेगा कि Shorts Cup Cup अवेलेबल है, ठीक है?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_033.mp3,"Today, अगर आप आज morning पे एक class ले रहे हो और evening पे एक class ले रहे हो,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_034.mp3,आज ही आप अच्छे time 4 slots आप block कर सकते हो साओ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_035.mp3,"2 for today and 2 for tomorrow, 2 आज के लिए और 2 कल के लिए."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_036.mp3,"likewise, जैसे ही आप एक clause, एक slot जैसे आप utilize करगे,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_037.mp3,तो कृष्ट्र से आपको option मिलेगा additional one more slot book करने के लिए साथ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_038.mp3,likewise आप unlimited slots book कर सकते हो अटे time आप 4 slots book कर सकते हो साओ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_039.mp3,तो in case अगर आप आज काम पे एक slot book किया है लेकिन कुछ reason के वड़े से आपने नहीं किया है slot I mean आप busy हो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_040.mp3,तो आप 1 hour schedule timing से पहले आपको class slot जो वो cancel करना होता है।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_043.mp3,जो class अगर miss करने से एक जे का penalty रहेगा है।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_044.mp3,एक दिन का penalty रहेगा या three time same रहेगा like three days का penalty
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_045.mp3,"तो आप एक काम कर सकते हो, before 1 hour आपको option मिलेगा cancel करने के लिए, आप cancel कर सकते हो slot,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_047.mp3,"next available startup चक करके आप वो कर सकते होता हूँ,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_049.mp3,"जिम के लिए कुछ slots book करने के लिए requirement नहीं है, directly जिम को चाहके,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_050.mp3,लिफ्ट QR कोड स्कान करके आप वर कोड परफॉर्म कर सकते हो सब
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_052.mp3,GSS Classes के लिए और जो है आपको Unlimited Access Online में भी मिल रहा है तो आपको
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_055.mp3,हाँ online तो नहीं होगा वैसे offline ही करना होगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_058.mp3,"आपकी जो membership है, आपको stop कर सकते हो, I mean आप pause कर सकते हो,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_059.mp3,तो कोई restriction नहीं है कि मुझे हफ्ते बार की करनी पड़ेगी
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_060.mp3,"हाँ, overall up to 60 days का, आपको 60 days मिलेंगे सो."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_061.mp3,"60 days के अंदर, I mean 60 days जब तक आप utilize नहीं करोगे तब तक आप pause कर सकते हो."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_063.mp3,2000 and above रहेगे तो आपको 15% रुपसे इसका डिस्कॉर्ण में मिलेगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_064.mp3,application open करके मुझे एक बार prices बता दीजिए मैंने आपके number पे changes किया हुआ है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_066.mp3,मैं line पे रहता हूँ sir जैसे होने के बद बताइए मैं आप conditional switches अभी add कर देता हूँ sir
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_069.mp3,यहाँ पर मैं आपको features आट कर देता हूँ addition.
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_071.mp3,और बाद में भी आपको option लगा यह update करने के लिए जैसे आप start करोगे fitness
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_073.mp3,तो अभी top left hand से profile account पे tap कीजिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_074.mp3,"tap करने के बाद, जैसे आप scroll down करेंगे, वहाँ पर आपको आपकी membership का"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_078.mp3,membership पर upcoming membership पर जैसे ही आप टाप करेंगे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_079.mp3,वहाँ पे आपको edit का option शो कर रहा है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_080.mp3,वो जो edit का जो option है जैसे ही example अगर आप Feb 6 से start
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_081.mp3,"अगर आपको next month start करना हो या next week,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_083.mp3,तो आप फिर से one month का deferred study date आपको मैं दिया हूँ था ठीक है।
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_084.mp3,back करने के बाद जैसे same page पे अगर आप
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_087.mp3,"नहीं से नहीं से, उनको उस number पे share करना होता है।"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_088.mp3,तो एक बार ma'am को application open करने के लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_089.mp3,करके date select करने के बाद और वहां पर आपको show करेगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_092.mp3,आपकी membership पर मैं one month का extension मेरी तरफ से provide करूँगा तो.
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_093.mp3,"सर, I am online, जैसे होएगा मुझे एक बार बता दीजी सर, ठीक है।"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_094.mp3,एक second अभी मैं इस बार चर्क कर लेता हूँ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_095.mp3,तो इसमें one or two minutes लगेगा extension और आपका भी extension आट करने के लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_096.mp3,मैं आपको mute पर place कर रहा हूँ सा ठीक है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_099.mp3,चक कर रहे हैं तो May 21 आपको शो करेगा तो ठीक है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_100.mp3,make sure 24 hours to 48 hours से पहले आप change करते हैं
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_101.mp3,क्योंकि जैसे membership activate हो जाएगी आपको option नहीं मिलेगा सौ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_102.mp3,"in case अगर आप future में भी कुछ doubt तक कुछ जान करें हैं तो,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_103.mp3,"आप इसी number पे call कर सकते होंगे, ठीक है?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_104.mp3,"thank you sir, अगर future में अगर आप किसी को refer करना चाहिए हो, तो आप refer कर सकते हो sir, ठीक है, मेरे तरह से"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_106.mp3,ये group classes के लिए try करें या gym के लिए तो हैं?
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_107.mp3,इनसे कही है कि direct gym को visit करने के लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2451171_2025_02_01_07_00_GMT_384_segment_108.mp3,वहां पे हम लोग के Central Managers अविलेबल होते हैं
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2660348_2025_01_30_05_14_GMT_384_segment_002.mp3,और we can help them with a similar discount of the DEMA
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2666372_2025_02_04_13_23_GMT_384_segment_001.mp3,दिनवाद से confirm करने के लिए क्या यह सी समय आप से बात करने के लिए सब?
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2666372_2025_02_04_13_23_GMT_384_segment_002.mp3,"जो 7 o'clock था, मैंने जो reason आपको call के, हम लोग एक अच्छे offer से जा रहे थे, और plus आपको retention package भी मिल रहे थी, इसलिए."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_002.mp3,चार बजे आप call back कर सकते हैं। एक दो questions भी थे मेरे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_003.mp3,अगर अपने को fat loss एक particular part पर करना है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_004.mp3,तो वो कैसे रहेगा मतलब वो 5 तो usually overall होता है ना
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_005.mp3,"फिर overall fight loss नहीं आएगा न वही, जो ही वो मैं इसको बोला न कि शायद कुछ strategic fight loss भी हो जाएगा,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_008.mp3,तो अगर समझो आपने कुछ plan मना के दिया है वो सब दिया है वो लिए नहीं बन पाई तो कैसे होगा
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_009.mp3,हमारे यहाँ पे क्या होता है सर यह कल्ट में 9mm का एक ball concept होती है सर
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_010.mp3,तो ये कोई fancy diet नहीं होता है कोई strict diet नहीं होता है जो भी खाना खा रहे हो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_011.mp3,"एक ball contact पे आपको दिया जाता है, तो एक ball में कितने carbs, proteins, fibers आप इंटेक्टर सकते हैं?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_013.mp3,यहाँ पे first of all मैं बता देता हूँ कोई भी supplement
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_014.mp3,तो भी आपको बोला जाएगे कि जो go and consult with your doctor.
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_017.mp3,maintenance चीज के लिए दिया जाता है वहाँ पे maintenance में कुछ
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_018.mp3,"कि overall well-being का करना है, तो बीए में इतना हाई नहीं है,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_023.mp3,जो अभी अभी enroll करेंगे तो पूरा आपका application का interface जो है change हो जाएगा ठीक है बहुत सारे options आपको मिल जाएगे
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_025.mp3,"आपको link को click करना है और join करनी है, simple है."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_028.mp3,meditation करना है तो वो सब भी access करेगा क्या?
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_029.mp3,"dance fitness, boxing, बहुत आरे formats हैं, आपको video sessions दिया जाता है,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_032.mp3,"ये transform plus weight loss के लिए ठीक है, वो जिसका"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_033.mp3,बताया था आपको कि transform plus में तीन options हैं वाम
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_035.mp3,मान लीजिए अगर आप muscle gain कर रहे हो तो
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_036.mp3,नॉर्मल वेट अगर आप हिंदी लाइस्टाल रूटीन फॉलो करना है तो आप वेट मैनेज्मेंट में ही चले जाएगे कल Transform Plus के लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_037.mp3,कोई trial pack ऐसा कुछ नहीं है क्या मतलब हम लोग सोच रहे थे नो करने का
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_040.mp3,पर वो दो तीन महिने के बाद stagnant हो गया
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_042.mp3,तो फिर ऐसा mislead नहीं होना चाहिए बस उसके लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_044.mp3,"तू का सोच रहे है, maybe third one में may join,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_045.mp3,"करेंगे, मतलब उसके लिए मैं आपको confidence call पर लेता हूँ"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_046.mp3,"उसके बाद हम आपको go ahead, no go ahead जो भी आपको बताएंगे"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_047.mp3,"तब तक आप मुझे कुछ एक अंदा तो दे सकते हो क्या, जो आप जो discount बोल रहे थे, दो लोगों उनका लेंगे साथ में,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_048.mp3,but later on लगा कि हम लोग को की result अच्छा मिला and we would like to extend.
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_050.mp3,"तो इसलिए आप देख रहे होंगे कि 3 मेने और 6 मेने में ज़्यादा difference नहीं है, क्यों नहीं है?"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_052.mp3,किसी का कोई decision नहीं है पर हमारा एके बीच
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_054.mp3,वो तो हमारा के pre-emptive है कि भाई चलो कुछ चालू करते है चल इसके लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_056.mp3,"5 o'clock कर लिया, मैं बात कर लिया, मैं बोला कि वो 5 बज़े free हो जाएंगे, तो 5 बज़े आप call कीजिये ना,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_057.mp3,तो उनका भी interest पता चल जाएगा अगर वो नहीं कर रहा है तो फिर
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_058.mp3,इतना है फिर जो भी जितने available है उतने हाँ best होगा वो करके
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_061.mp3,"कोई बात नहीं सर, कोई बात मैं कर लूँगा, कोई बात नहीं, क्योंकि मेरा working hour सर 7 बजे तक है, मैं कर लूँगा कोई बात."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_062.mp3,"ठीक है, आप पाँच बढ़े करिए, मैं उसके contrast पर लेता हूँ,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_066.mp3,26 जानवरी के बाद अगर 11.59 at midnight आप चक करेंगे सर
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_067.mp3,"लेने के बाद आपको प्राइस पदा चल जाएगा, जो भी current prices है,"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_068.mp3,"इसलिए आपने बोला कि दो या तीन लोग जाएंगे, तो मैंने सोचा कि मैं तोड़ा help कर देता हूँ."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_071.mp3,नहीं तो फिर आप बोलेंगे आप Monday reply आएगा तो बोलें बई अभी तो खतम हो गये
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_072.mp3,package का details आप बता देंगे तो immediately मैं पूछ लूँगा sir
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_073.mp3,तो ये payments दोनों का app में individually करना पड़ेगा कि
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2637533_2025_01_25_09_51_GMT_384_segment_074.mp3,application तो ही करना होगा sir जी individual करना होगा two different account होना चाहिए sir इसके लिए
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2018225_2024_08_22_08_37_GMT_384_segment_004.mp3,"एलाइट जो है वो प्रेमियम मेंबर्शिप होता है सिर्फ जिसमें आपको unlimited access मलता है across the city सारे कल सेंटर्स के लिए जैसे के जिसमें हम कल सेंटर्स में group classes contact करते हैं जैसे के boxing, yoga, dancing, fitness, athletics"
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2018225_2024_08_22_08_37_GMT_384_segment_005.mp3,और इसके अलावा आपको unlimited access रहेगा सारे gyms के लिए across the city में.
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2018225_2024_08_22_08_37_GMT_384_segment_007.mp3,इसमें आपको city to city transfer option भी रहेगा pro में जो है आपको unlimited access रहेगा सिर्फ pro gyms के लिए across the city
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2018225_2024_08_22_08_37_GMT_384_segment_009.mp3,और इसमें city to city transfer option नहीं रहता है और इसमें inter city access भी नहीं रहता है
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2018225_2024_08_22_08_37_GMT_384_segment_010.mp3,"जो है थर्ड पार्टिक जिम्स है, franchise है, जिसे हम, मतलब, run कर रहे हैं हमारी तरफ से."
s3://label-studio-in/STT_Audio_Datasets/Cult_Source/2018225_2024_08_22_08_37_GMT_384_segment_012.mp3,"दोनों में trainers होता है, general trainers on the floor होता है,"
